session_id,user_id,split,intent_label,predicted_intent_label,max_prob,second_prob,margin_top2,entropy
dev_session_18622,U78337,dev,normal_interest,clearly_harmful_intent,0.3346699612029194,0.3329848783480881,0.0016850828548313213,1.0986079640089885
train_session_49568,U41746,train,normal_interest,normal_interest,0.3348503037013229,0.3335630075659349,0.0012872961353880275,1.0986041788216867
dev_session_63654,U62457,dev,normal_interest,sensitive_help_seeking,0.3351550386267262,0.3351243745268681,3.066409985807983e-05,1.0985828676269738
train_session_76100,U62066,train,sensitive_help_seeking,sensitive_help_seeking,0.3352555435649944,0.3345082998069948,0.0007472437579995606,1.0985902550342865
dev_session_39323,U7737,dev,normal_interest,sensitive_help_seeking,0.3352836758863437,0.3344329984824664,0.0008506774038773424,1.0985907855304458
dev_session_42114,U78742,dev,normal_interest,clearly_harmful_intent,0.3357174706913007,0.3321842967737429,0.003533173917557808,1.0985995090074354
dev_session_42561,U79710,dev,normal_interest,normal_interest,0.3357647389159806,0.3332394909124979,0.002525248003482694,1.0985952138109076
train_session_36046,U28334,train,sensitive_help_seeking,normal_interest,0.3358514504768785,0.3348624276952363,0.0009890227816422015,1.0985746293850132
dev_session_35759,U67562,dev,normal_interest,sensitive_help_seeking,0.3362598391121669,0.3331149594884073,0.003144879623759589,1.098588377017761
dev_session_33265,U15853,dev,normal_interest,clearly_harmful_intent,0.3364433113201437,0.3320934991570769,0.004349812163066791,1.0985902609907856
train_session_78581,U62809,train,sensitive_help_seeking,sensitive_help_seeking,0.3366257885820433,0.3339967420711569,0.002629046510886357,1.0985718551184163
train_session_108127,U61793,train,normal_interest,sensitive_help_seeking,0.3367022480022219,0.3326424635244536,0.004059784477768336,1.0985838180950513
dev_session_25785,U8236,dev,normal_interest,sensitive_help_seeking,0.3367449768029367,0.3328600586456809,0.003884918157255779,1.098581563579525
dev_session_30371,U61649,dev,normal_interest,sensitive_help_seeking,0.3368855617554238,0.3366586448631823,0.00022691689224146883,1.098505452495466
dev_session_27397,U90559,dev,normal_interest,sensitive_help_seeking,0.3369648208735306,0.3344751293958188,0.002489691477711775,1.098556284578701
train_session_1388,U30996,train,normal_interest,sensitive_help_seeking,0.3370412042007124,0.334912836955682,0.0021283672450303492,1.0985458479086139
dev_session_8842,U66709,dev,normal_interest,normal_interest,0.3370857382867848,0.3344651846809409,0.0026205536058439005,1.0985533671953518
train_session_100701,U21097,train,normal_interest,sensitive_help_seeking,0.3371108560684121,0.3366240756178555,0.000486780450556612,1.0984992983218476
dev_session_1189,U60593,dev,sensitive_help_seeking,normal_interest,0.3373607991524214,0.337094619992379,0.0002661791600424013,1.0984751996555728
dev_session_20007,U3106,dev,normal_interest,normal_interest,0.3373796674352666,0.3335822285102889,0.003797438924977692,1.0985599421869445
train_session_104628,U9402,train,normal_interest,normal_interest,0.3375391112832812,0.3373539477927028,0.00018516349057839943,1.0984593597845216
dev_session_7955,U15078,dev,normal_interest,sensitive_help_seeking,0.3375501009944847,0.3335212357937557,0.004028865200728982,1.0985564450698124
train_session_17839,U30540,train,normal_interest,normal_interest,0.3376128003807759,0.3360517669268401,0.0015610334539358228,1.0984999044893842
train_session_57932,U58546,train,normal_interest,clearly_harmful_intent,0.3376981334410966,0.3353296668154488,0.002368466625647825,1.0985167833960348
dev_session_10637,U61030,dev,normal_interest,clearly_harmful_intent,0.3377968632724687,0.3366565600005652,0.0011403032719035089,1.098474358583823
dev_session_16745,U48166,dev,normal_interest,clearly_harmful_intent,0.3378105001008255,0.3370934889291312,0.0007170111716942595,1.0984585968678406
train_session_19563,U1396,train,normal_interest,normal_interest,0.3380609556471836,0.33487895325337,0.0031820023938135544,1.0985159383570338
train_session_78759,U5095,train,normal_interest,clearly_harmful_intent,0.3381531871294983,0.3313611677827214,0.006792019346776923,1.0985595644572919
train_session_78069,U92982,train,normal_interest,clearly_harmful_intent,0.338248112907505,0.3329373227173903,0.005310790190114711,1.0985452292646314
dev_session_20399,U28468,dev,normal_interest,sensitive_help_seeking,0.3382558065987855,0.3359806896517369,0.0022751169470486277,1.0984790235113282
train_session_15795,U72271,train,normal_interest,normal_interest,0.338300970383154,0.332442832072086,0.005858138311067962,1.0985492276742854
dev_session_22942,U16533,dev,sensitive_help_seeking,sensitive_help_seeking,0.3383135293124562,0.3378951713345196,0.0004183579779366009,1.0984062971266053
train_session_152914,U18343,train,sensitive_help_seeking,clearly_harmful_intent,0.3383427379742194,0.3356331741890248,0.002709563785194602,1.0984861890459077
train_session_98010,U55252,train,sensitive_help_seeking,clearly_harmful_intent,0.3383530032244222,0.3356362418910323,0.0027167613333898832,1.0984857187753478
dev_session_58746,U75577,dev,normal_interest,clearly_harmful_intent,0.3383876980615539,0.3319131099530497,0.006474588108504209,1.0985512482695599
train_session_77736,U67562,train,normal_interest,clearly_harmful_intent,0.3385883746593925,0.3325898228586448,0.005998551800747709,1.098539582084248
train_session_29459,U28233,train,normal_interest,normal_interest,0.3386301929212717,0.3316606027275811,0.006969590193690645,1.0985464474128153
train_session_139998,U89368,train,normal_interest,clearly_harmful_intent,0.3387881975765051,0.3335201416812528,0.005268055895252255,1.0985198301559536
train_session_34261,U55103,train,normal_interest,clearly_harmful_intent,0.3389501834406935,0.3374229561229445,0.0015272273177490137,1.0983975276999
train_session_16071,U54032,train,sensitive_help_seeking,normal_interest,0.3389937747435178,0.335929625500422,0.0030641492430957817,1.0984512971552887
train_session_18001,U36700,train,normal_interest,normal_interest,0.3390008251306843,0.3372996015477156,0.0017012235829687028,1.098400299977057
train_session_47773,U22566,train,clearly_harmful_intent,clearly_harmful_intent,0.3390246723606147,0.3337889946791663,0.005235677681448392,1.0985066344764238
train_session_118843,U7453,train,normal_interest,sensitive_help_seeking,0.339068527302768,0.3364699926216406,0.0025985346811273624,1.0984293923888966
train_session_4465,U40444,train,normal_interest,normal_interest,0.3390843320701537,0.3329136480025283,0.006170684067625387,1.098519832764035
train_session_53895,U85463,train,normal_interest,sensitive_help_seeking,0.3392043353282171,0.3320055854185818,0.007198749909635316,1.0985271353147052
train_session_132517,U57536,train,sensitive_help_seeking,sensitive_help_seeking,0.3394721645132973,0.3379459484770122,0.0015262160362851107,1.0983490512674627
train_session_4273,U88869,train,normal_interest,normal_interest,0.3394818635513905,0.3387323462812924,0.0007495172700980879,1.0983100684639586
train_session_121993,U59969,train,normal_interest,sensitive_help_seeking,0.3395563434288619,0.3374680722743351,0.002088271154526755,1.098366401663542
dev_session_49462,U65352,dev,normal_interest,sensitive_help_seeking,0.3395796603503645,0.337770942917207,0.001808717433157525,1.0983516386464092
dev_session_32834,U60258,dev,normal_interest,normal_interest,0.3396702561291027,0.3356585750973301,0.004011681031772574,1.0984308031331538
